consumer_id,transformer_id,date,energy_consumed,latitude,longitude,energy_input,avg_voltage,voltage_variance,season,temperature
C0000,T06,2024-02-01,5.882960408462375,28.678329563833515,77.03195371977112,115.77747549660396,223.3260540660541,8.005140127134986,normal,28.700941899118234
C0000,T06,2024-02-01,5.882960408462375,28.678329563833515,77.03195371977112,115.77747549660396,223.3260540660541,8.005140127134986,normal,38.71137745523084
C0000,T06,2024-02-01,5.882960408462375,28.678329563833515,77.03195371977112,115.77747549660396,223.3260540660541,8.005140127134986,normal,33.209279905519516
C0000,T06,2024-02-01,5.882960408462375,28.678329563833515,77.03195371977112,115.77747549660396,223.3260540660541,8.005140127134986,normal,31.05407353605362
C0000,T06,2024-02-01,5.882960408462375,28.678329563833515,77.03195371977112,115.77747549660396,223.3260540660541,8.005140127134986,normal,30.45811430382843
C0000,T06,2024-02-01,5.882960408462375,28.678329563833515,77.03195371977112,115.77747549660396,223.3260540660541,8.005140127134986,normal,27.895811052084436
C0000,T06,2024-02-01,5.882960408462375,28.678329563833515,77.03195371977112,115.77747549660396,223.3260540660541,8.005140127134986,normal,29.909819122236875
C0000,T06,2024-02-01,5.882960408462375,28.678329563833515,77.03195371977112,115.77747549660396,223.3260540660541,8.005140127134986,normal,27.22751417337671
C0000,T06,2024-02-02,6.06856442485931,28.678329563833515,77.03195371977112,114.77563335864454,233.39524891748312,1.5773990998817629,normal,30.47213692859055
C0000,T06,2024-02-02,6.06856442485931,28.678329563833515,77.03195371977112,114.77563335864454,233.39524891748312,1.5773990998817629,normal,33.9497256017143
C0000,T06,2024-02-02,6.06856442485931,28.678329563833515,77.03195371977112,114.77563335864454,233.39524891748312,1.5773990998817629,normal,36.972726206120996
C0000,T06,2024-02-02,6.06856442485931,28.678329563833515,77.03195371977112,114.77563335864454,233.39524891748312,1.5773990998817629,normal,36.24287729415509
C0000,T06,2024-02-02,6.06856442485931,28.678329563833515,77.03195371977112,114.77563335864454,233.39524891748312,1.5773990998817629,normal,32.79742718985508
C0000,T06,2024-02-02,6.06856442485931,28.678329563833515,77.03195371977112,114.77563335864454,233.39524891748312,1.5773990998817629,normal,31.418570138945597
C0000,T06,2024-02-02,6.06856442485931,28.678329563833515,77.03195371977112,114.77563335864454,233.39524891748312,1.5773990998817629,normal,36.135019228716885
C0000,T06,2024-02-02,6.06856442485931,28.678329563833515,77.03195371977112,114.77563335864454,233.39524891748312,1.5773990998817629,normal,34.50063402611201
C0000,T06,2024-02-03,6.6490929328828265,28.678329563833515,77.03195371977112,119.41075697865416,227.22485192938083,3.285300297446704,normal,29.83088421843
C0000,T06,2024-02-03,6.6490929328828265,28.678329563833515,77.03195371977112,119.41075697865416,227.22485192938083,3.285300297446704,normal,24.47382085935827
C0000,T06,2024-02-03,6.6490929328828265,28.678329563833515,77.03195371977112,119.41075697865416,227.22485192938083,3.285300297446704,normal,37.27279550973542
C0000,T06,2024-02-03,6.6490929328828265,28.678329563833515,77.03195371977112,119.41075697865416,227.22485192938083,3.285300297446704,normal,28.4404735322232
C0000,T06,2024-02-03,6.6490929328828265,28.678329563833515,77.03195371977112,119.41075697865416,227.22485192938083,3.285300297446704,normal,26.221471778643775
C0000,T06,2024-02-03,6.6490929328828265,28.678329563833515,77.03195371977112,119.41075697865416,227.22485192938083,3.285300297446704,normal,38.0024562923239
C0000,T06,2024-02-03,6.6490929328828265,28.678329563833515,77.03195371977112,119.41075697865416,227.22485192938083,3.285300297446704,normal,37.70618664065839
C0000,T06,2024-02-03,6.6490929328828265,28.678329563833515,77.03195371977112,119.41075697865416,227.22485192938083,3.285300297446704,normal,36.363225936951466
C0000,T06,2024-02-04,5.720290958310933,28.678329563833515,77.03195371977112,121.63465227103153,216.01039607899736,12.477660369673144,normal,24.50713691055297
C0000,T06,2024-02-04,5.720290958310933,28.678329563833515,77.03195371977112,121.63465227103153,216.01039607899736,12.477660369673144,normal,33.10945620415729
C0000,T06,2024-02-04,5.720290958310933,28.678329563833515,77.03195371977112,121.63465227103153,216.01039607899736,12.477660369673144,normal,32.431935706806286
C0000,T06,2024-02-04,5.720290958310933,28.678329563833515,77.03195371977112,121.63465227103153,216.01039607899736,12.477660369673144,normal,37.33923585441001
C0000,T06,2024-02-04,5.720290958310933,28.678329563833515,77.03195371977112,121.63465227103153,216.01039607899736,12.477660369673144,normal,29.406946775891882
C0000,T06,2024-02-04,5.720290958310933,28.678329563833515,77.03195371977112,121.63465227103153,216.01039607899736,12.477660369673144,normal,38.707894525513005
C0000,T06,2024-02-04,5.720290958310933,28.678329563833515,77.03195371977112,121.63465227103153,216.01039607899736,12.477660369673144,normal,34.98872374848898
C0000,T06,2024-02-04,5.720290958310933,28.678329563833515,77.03195371977112,121.63465227103153,216.01039607899736,12.477660369673144,normal,27.042664334639433
C0000,T06,2024-02-05,5.737814775541456,28.678329563833515,77.03195371977112,123.22472446790492,219.88509268109223,10.07014167960272,normal,24.497090702577932
C0000,T06,2024-02-05,5.737814775541456,28.678329563833515,77.03195371977112,123.22472446790492,219.88509268109223,10.07014167960272,normal,34.84708121138085
C0000,T06,2024-02-05,5.737814775541456,28.678329563833515,77.03195371977112,123.22472446790492,219.88509268109223,10.07014167960272,normal,26.858981960090077
C0000,T06,2024-02-05,5.737814775541456,28.678329563833515,77.03195371977112,123.22472446790492,219.88509268109223,10.07014167960272,normal,35.378419507689486
C0000,T06,2024-02-05,5.737814775541456,28.678329563833515,77.03195371977112,123.22472446790492,219.88509268109223,10.07014167960272,normal,24.71002286443638
C0000,T06,2024-02-05,5.737814775541456,28.678329563833515,77.03195371977112,123.22472446790492,219.88509268109223,10.07014167960272,normal,36.16519861616066
C0000,T06,2024-02-05,5.737814775541456,28.678329563833515,77.03195371977112,123.22472446790492,219.88509268109223,10.07014167960272,normal,33.773434442454935
C0000,T06,2024-02-05,5.737814775541456,28.678329563833515,77.03195371977112,123.22472446790492,219.88509268109223,10.07014167960272,normal,31.41439979995452
C0000,T06,2024-02-06,5.369627911259926,28.678329563833515,77.03195371977112,120.81425598415335,224.4113362305319,9.994753667571612,normal,32.93795290498737
C0000,T06,2024-02-06,5.369627911259926,28.678329563833515,77.03195371977112,120.81425598415335,224.4113362305319,9.994753667571612,normal,35.90472698141626
C0000,T06,2024-02-06,5.369627911259926,28.678329563833515,77.03195371977112,120.81425598415335,224.4113362305319,9.994753667571612,normal,24.678064644027085
C0000,T06,2024-02-06,5.369627911259926,28.678329563833515,77.03195371977112,120.81425598415335,224.4113362305319,9.994753667571612,normal,36.61486686298106
C0000,T06,2024-02-06,5.369627911259926,28.678329563833515,77.03195371977112,120.81425598415335,224.4113362305319,9.994753667571612,normal,36.57351883542735
C0000,T06,2024-02-06,5.369627911259926,28.678329563833515,77.03195371977112,120.81425598415335,224.4113362305319,9.994753667571612,normal,35.969469640116394
C0000,T06,2024-02-06,5.369627911259926,28.678329563833515,77.03195371977112,120.81425598415335,224.4113362305319,9.994753667571612,normal,28.5057767734838
C0000,T06,2024-02-06,5.369627911259926,28.678329563833515,77.03195371977112,120.81425598415335,224.4113362305319,9.994753667571612,normal,38.75391308723545
C0000,T06,2024-02-07,5.954855092662374,28.678329563833515,77.03195371977112,112.58308459935428,234.34207374408547,3.3685915571027656,normal,27.69275576758661
C0000,T06,2024-02-07,5.954855092662374,28.678329563833515,77.03195371977112,112.58308459935428,234.34207374408547,3.3685915571027656,normal,28.5530898326912
C0000,T06,2024-02-07,5.954855092662374,28.678329563833515,77.03195371977112,112.58308459935428,234.34207374408547,3.3685915571027656,normal,37.62687797051475
C0000,T06,2024-02-07,5.954855092662374,28.678329563833515,77.03195371977112,112.58308459935428,234.34207374408547,3.3685915571027656,normal,30.381985040734072
C0000,T06,2024-02-07,5.954855092662374,28.678329563833515,77.03195371977112,112.58308459935428,234.34207374408547,3.3685915571027656,normal,28.81849485673406
C0000,T06,2024-02-07,5.954855092662374,28.678329563833515,77.03195371977112,112.58308459935428,234.34207374408547,3.3685915571027656,normal,26.384937652833223
C0000,T06,2024-02-07,5.954855092662374,28.678329563833515,77.03195371977112,112.58308459935428,234.34207374408547,3.3685915571027656,normal,39.77000854753622
C0000,T06,2024-02-07,5.954855092662374,28.678329563833515,77.03195371977112,112.58308459935428,234.34207374408547,3.3685915571027656,normal,34.539818332446124
C0000,T06,2024-02-08,6.398318144807412,28.678329563833515,77.03195371977112,125.19452283842746,220.63225564925077,6.097641449564064,normal,36.52496995288373
C0000,T06,2024-02-08,6.398318144807412,28.678329563833515,77.03195371977112,125.19452283842746,220.63225564925077,6.097641449564064,normal,31.260270776868474
C0000,T06,2024-02-08,6.398318144807412,28.678329563833515,77.03195371977112,125.19452283842746,220.63225564925077,6.097641449564064,normal,27.68771368608531
C0000,T06,2024-02-08,6.398318144807412,28.678329563833515,77.03195371977112,125.19452283842746,220.63225564925077,6.097641449564064,normal,31.640590772488817
